SN,YEAR,QTR,MONTH,PROJECT_CODE,PROJECT_NAME,ACCOUNT_NAME,PRACTICE_AREA,BU,BU_ TYPE,REGION_COUNTRY,ENTITY_INDIA_US,TOTAL_RESOURCES,TOTAL_REVENUE,TOTAL_DIRECT_COST,NET_MARGIN,EBIDTA
1688,2022-23,Q4,1/1/2023,SS300271,Software Service - NSE - PPMS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,4.75,0.00,4.75,4.75
1689,2022-23,Q4,1/1/2023,SS300283,Software Services - NSE - Trading Simulator,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.15,1.00,1.18,-0.18,-0.28
1690,2022-23,Q4,1/1/2023,SS300287,Software Service Development -RBI- Spectra,FZWX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.90,0.00,3.22,-3.22,-3.31
1691,2022-23,Q4,1/1/2023,SS300305,Software Service -NSE-DMS-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,7.14,0.55,6.59,6.59
1692,2022-23,Q4,1/1/2023,SS300308,Software Service-NSE-Volume Generation Tool -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.25,2.33,1.37,0.96,0.91
1693,2022-23,Q4,1/1/2023,SS300314,Software Service -NSE-DMS-AMC-CSR Portal,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,1.30,1.19,0.10,0.10
1694,2022-23,Q4,1/1/2023,SS300332,Software Service-NSE-Volume Gen. Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.15,3.10,1.43,1.66,1.57
1695,2022-23,Q4,1/1/2023,AN100005,Analytics -Yes Bank -License,GQLE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,83.00,75.54,7.46,7.46
1696,2022-23,Q4,1/1/2023,AN100006,Analytics -Ashnik Technologies -License,BNXN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.64,-0.64,-0.64
1697,2022-23,Q4,1/1/2023,AN400001,Analytics -Axis Bank T&M,OEBN,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.64,0.53,1.12,1.07
1698,2022-23,Q4,1/1/2023,AN400004,Analytics  -Kotak Life Insurance T&M,YFSE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.25,1.70,0.83,0.87,0.81
1699,2022-23,Q4,1/1/2023,PD399999,Practice Bench – Data & Analytics ,EZOF,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,22.81,0.00,0.00,-14.74,-14.54
1700,2022-23,Q4,1/1/2023,PD499999,Practice Bench –  NSE-Data & Analytics ,PMB,Data & Analytics,Digital,Bench,IND,NSEIT-IND-SA,1.30,0.00,0.00,-2.51,-2.49
1701,2022-23,Q4,1/1/2023,PD699999,Practice Development -Data & Analytics,RHCC,Data & Analytics,Digital,Practice,IND,NSEIT-IND-SA,4.44,0.00,0.00,-16.10,-16.07
1702,2022-23,Q4,1/1/2023,SP100152,Software Products- NSE-Client Profiling,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,57.00,45.00,12.00,12.00
1703,2022-23,Q4,1/1/2023,SS300293,Software Service - CCIL Nasdaq Market Surveillance System,RYMC,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.65,13.33,10.58,2.76,2.68
1704,2022-23,Q4,1/1/2023,SS300296,Software Service - NESL -Business Reporting,DKFU,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,4.10,6.79,4.19,2.60,2.41
1705,2022-23,Q4,1/1/2023,SS300300,Software Service - SBI General Ins.Co.,LAFS,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,8.45,18.39,7.92,10.47,10.09
1706,2022-23,Q4,1/1/2023,SS300303,Software Service -NSE -Client & TM Profiling,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,19.35,33.94,18.38,15.57,14.69
1707,2022-23,Q4,1/1/2023,SS300333,Software Service-Hewlett Packard Enterprise,YRUE,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,6.00,0.00,5.21,-5.21,-5.48
1708,2022-23,Q4,1/1/2023,SS300336,Software Service-HDFC Ergo-NM Claim application,DPBP,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,11.45,14.40,6.50,7.90,7.38
1709,2022-23,Q4,1/1/2023,SS300337,Software Service-HDFC Ltd -Managed T&M,GYVI,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.69,6.24,3.40,2.83,2.62
1710,2022-23,Q4,1/1/2023,SS300339,Software Service-NSE Indices -Website Mtns & Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,3.30,5.16,2.62,2.54,2.39
1711,2022-23,Q4,1/1/2023,SS300340,Software Services-YUGMA-Development,LDFV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,40.48,0.00,0.76,-0.76,-2.08
1712,2022-23,Q4,1/1/2023,SS400305,Software Service -NSE-SnowFlake Migration,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,17.35,33.33,16.91,16.42,15.64
1713,2022-23,Q4,1/1/2023,SS400300,Software Services-Adi WorldLink -AWS-Financial Project,LGDI,Data & Analytics,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,8.00,19.25,13.30,5.94,5.58
1714,2022-23,Q4,1/1/2023,DG499999,Software Common Bench,EZOF,Digi Bench,Digital,Bench,IND,NSEIT-IND-SA,15.00,0.00,0.00,-53.71,-53.57
1715,2022-23,Q4,1/1/2023,CC400037,Customer Care Services - NOW Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,0.71,0.00,0.34,-0.34,-0.38
1716,2022-23,Q4,1/1/2023,CC400041,Customer Care Services - NOW -NSE-MSM,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,31.32,13.06,11.31,1.76,0.35
1717,2022-23,Q4,1/1/2023,CC400042,Customer Care Services - NOW -NSCCL,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,10.00,7.76,4.50,3.26,2.81
1718,2022-23,Q4,1/1/2023,CC400044,Customer Care Services - Regulatory Function  -NSE,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,32.65,18.25,9.27,8.98,7.51
1719,2022-23,Q4,1/1/2023,CC400048,Customer Care Services - NSE IFSC-Helpdesk Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,6.29,4.99,2.90,2.09,1.81
1720,2022-23,Q4,1/1/2023,IM300052,IMS - NSE - Stratus MMC Services,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,4.37,45.84,50.19,-4.35,-4.55
1721,2022-23,Q4,1/1/2023,IM300091,IMS- NSE- Co-Location Project,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,54.00,143.54,28.41,115.14,112.71
1722,2022-23,Q4,1/1/2023,IM300158,IMS - NSE - Stratus T&M,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,5.51,22.33,6.36,15.97,15.72
1723,2022-23,Q4,1/1/2023,IM300161,IMS - NSCCL - Stratus MMC Services,ZCKY,IMS,Digital,Project,IND,NSEIT-IND-SA,4.38,1.37,4.62,-3.24,-3.44
1724,2022-23,Q4,1/1/2023,IM300163,IMS-IRDA-IGMS - Infra & Hosting /DC/DR Services,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,1.50,0.00,1.12,-1.12,-1.19
1725,2022-23,Q4,1/1/2023,IM300164,IMS -IRDA -IGMS -AMC / Helpdesk Support ,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.16,-0.16,-0.16
1726,2022-23,Q4,1/1/2023,IM300165,IMS - Aujas - Business Support Service,QZRU,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,8.01,0.00,8.01,8.01
1727,2022-23,Q4,1/1/2023,IM300166,IMS-NAFED-T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,2.50,0.00,0.69,-0.69,-0.80
1728,2022-23,Q4,1/1/2023,IM300168,IMS-Indian Bank -Infra & OS licenses,NIML,IMS,Digital,Project,IND,NSEIT-IND-SA,11.50,0.00,6.35,-6.35,-6.87
1729,2022-23,Q4,1/1/2023,IM300170,IMS-SIDBI,RXBM,IMS,Digital,Project,IND,NSEIT-IND-SA,1.00,1.30,0.68,0.62,0.58
1730,2022-23,Q4,1/1/2023,IM300171,IMS-HSVPHSIIDCSTP,ZJMY,IMS,Digital,Project,IND,NSEIT-IND-SA,5.00,2.85,3.91,-1.06,-1.29
1731,2022-23,Q4,1/1/2023,IM300172,IMS-Magma HDI,VVEE,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,15.86,1.10,14.76,14.76
1732,2022-23,Q4,1/1/2023,IM300173,IMS -Tea-Board -Migration of Infra/Cloud service,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,23.29,12.62,10.67,10.67
1733,2022-23,Q4,1/1/2023,IM300174,IMS - CXIO - Business Support Cloud Service,QRMN,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,1.50,0.00,1.50,1.50
1734,2022-23,Q4,1/1/2023,IM300176,IMS-HDFC Mutual Fund -AWS Managed Service,YQUZ,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,10.00,8.00,2.00,2.00
1735,2022-23,Q4,1/1/2023,IM400057,IMS - Tea Board - T&M Infrastructure Services,ZWAD,IMS,Digital,Project,IND,NSEIT-IND-SA,5.50,0.00,2.60,-2.60,-2.84
1736,2022-23,Q4,1/1/2023,IM400212,IMS-NSE-BCP,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,91.32,114.00,65.00,49.00,44.89
1737,2022-23,Q4,1/1/2023,IM400215,IMS-NAFED -T&M,LTUH,IMS,Digital,Project,IND,NSEIT-IND-SA,4.00,0.00,1.58,-1.58,-1.76
1738,2022-23,Q4,1/1/2023,IM400216,IMS-NSE-Incident Manager,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,3.33,1.94,1.39,1.30
1739,2022-23,Q4,1/1/2023,IM400217,IMS-Magma Fincorp,YOLZ,IMS,Digital,Project,IND,NSEIT-IND-SA,0.77,0.00,2.72,-2.72,-2.75
1740,2022-23,Q4,1/1/2023,IM400218,IMS-NSE-Project Management (PMO),PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,2.00,2.67,1.57,1.10,1.01
1741,2022-23,Q4,1/1/2023,IM400220,IMS-CloudEX-Support Services,QRMN,ISRC,Digital,Project,IND,NSEIT-IND-SA,23.00,6.18,6.48,-0.30,-1.34
1742,2022-23,Q4,1/1/2023,IM400221,IMS-MCX- T&M -IT operation,YRQD,IMS,Digital,Project,IND,NSEIT-IND-SA,4.00,16.39,4.32,12.07,11.89
1743,2022-23,Q4,1/1/2023,IM599999,Practice Bench – IMS,EZOF,IMS,Digital,Bench,IND,NSEIT-IND-SA,89.37,0.00,0.00,-28.17,-27.38
1744,2022-23,Q4,1/1/2023,IC400001,ICS - NSE (BKC) - New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,25.00,0.00,6.92,-6.92,-8.04
1745,2022-23,Q4,1/1/2023,IC400002,ICS - NSE BCP (Chennai)-New Batch,PMB,ICS,Digital,Project,IND,NSEIT-IND-SA,14.00,0.00,3.91,-3.91,-4.54
1746,2022-23,Q4,1/1/2023,IS300021,ISRC- Bank of India,AMUE,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.30,-0.30,-0.30
1747,2022-23,Q4,1/1/2023,IS400003,ISRC - NSE,PMB,ISRC,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,19.67,-19.67,-19.67
1748,2022-23,Q4,1/1/2023,PI699999,Practice Development – IMS,RHCC,IMS,Digital,Practice,IND,NSEIT-IND-SA,19.00,0.00,0.00,-30.30,-30.13
1749,2022-23,Q4,1/1/2023,SS300256,Software Service - NSE-Enterprise Applications support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,34.94,54.15,25.18,28.97,27.40
1750,2022-23,Q4,1/1/2023,SS300266,Software Service - NSE - CTCL-CRM Support,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,11.00,10.00,7.44,2.56,2.06
1751,2022-23,Q4,1/1/2023,SS300289,Software Service -IRDA -IGMS -Portal License,ATWW,IMS,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.42,-0.42,-0.42
1752,2022-23,Q4,1/1/2023,SS400224,Software Services - NSE Infotech Gift City -Support Service,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,65.68,82.55,60.62,21.93,18.98
1753,2022-23,Q4,1/1/2023,SS400250,Software Services - NSE -Trading Test Environment Management,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,17.00,23.51,11.59,11.91,11.15
1754,2022-23,Q4,1/1/2023,SS400283,Software Service - NSE-PSM & Epsilon,PMB,IMS,Digital,Project,IND,NSEIT-IND-SA,34.00,47.00,30.95,16.05,14.52
1755,2022-23,Q4,1/1/2023,SS400275,Software Services -Development -NeSL Production Support,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,6.92,4.40,2.52,2.29
1756,2022-23,Q4,1/1/2023,CC400038,Customer Care Services - Thomson Reuters,JAKU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,6.00,5.29,3.32,1.96,1.69
1757,2022-23,Q4,1/1/2023,PN399999,Practice Bench – PSG Non NSE,PMB,PSG-Non NSE,Digital,Bench,IND,NSEIT-IND-SA,0.41,0.00,0.00,-3.09,-3.09
1758,2022-23,Q4,1/1/2023,PN499999,Practice Bench-PSG -NSE,PMB,PSG-NSE,Digital,Bench,IND,NSEIT-IND-SA,1.32,0.00,0.00,-3.49,-3.48
1759,2022-23,Q4,1/1/2023,SS400123,Software Services-Citi Bank-T&M-Development,PWPW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,4.48,2.75,1.73,1.55
1760,2022-23,Q4,1/1/2023,SS400204,Software Services - Development - HDFC Ergo,DPBP,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,4.96,3.33,1.62,1.40
1761,2022-23,Q4,1/1/2023,SS400234,Software Services - Reliance Gen- Development,OUMN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,12.00,14.78,8.60,6.17,5.63
1762,2022-23,Q4,1/1/2023,SS400237,Software Services - NDML-Application Development,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,1.76,1.79,-0.03,-0.16
1763,2022-23,Q4,1/1/2023,SS400245,Software Services - Piramal Finance T&M,YJXO,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,1.03,0.63,0.40,0.35
1764,2022-23,Q4,1/1/2023,SS400251,Software Services - Fulletron,AIXP,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,2.89,1.58,1.30,1.17
1765,2022-23,Q4,1/1/2023,SS400260,Software Services -Development -NESL-T&M,DKFU,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,6.00,10.06,6.49,3.56,3.29
1766,2022-23,Q4,1/1/2023,SS400262,Software Services -Development -Kotak Bank,HCAR,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,10.00,8.83,5.65,3.18,2.73
1767,2022-23,Q4,1/1/2023,SS400263,Software Services -Development -Prudential -10 FA,LYAR,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,8.00,13.84,8.03,5.81,5.45
1768,2022-23,Q4,1/1/2023,SS400265,Software Services -Development -DCB Bank,QJCC,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,1.59,0.69,0.90,0.86
1769,2022-23,Q4,1/1/2023,SS400270,Software Services -Development -Aditya Birla,WUOD,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,0.83,0.51,0.32,0.27
1770,2022-23,Q4,1/1/2023,SS400271,Software Services -Development -Karnataka Bank,UEKK,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,0.92,0.72,0.20,0.15
1771,2022-23,Q4,1/1/2023,SS400278,Software Services - Development - IIFL - Linux /GCP,HROA,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.03,2.22,1.37,0.85,0.76
1772,2022-23,Q4,1/1/2023,SS400288,Software Service -NPCI -T&M,EWSE,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,3.00,3.09,1.76,1.33,1.20
1773,2022-23,Q4,1/1/2023,SS400291,Software Service -G&D Product Development,IETB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,3.03,1.53,1.50,1.45
1774,2022-23,Q4,1/1/2023,SS400296,Software Service -SBI Mutual Fund,ODSH,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,4.37,2.25,2.12,2.03
1775,2022-23,Q4,1/1/2023,SS400302,Software Services - EXIDE Life,SHIN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,3.11,1.26,1.85,1.76
1776,2022-23,Q4,1/1/2023,ST400178,Software Testing - T&M - NSDL - BAT,TETW,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,8.00,7.47,3.78,3.69,3.33
1777,2022-23,Q4,1/1/2023,ST400179,Software Testing-SBI Life-T&M,LIB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,96.78,84.56,47.77,36.79,32.43
1778,2022-23,Q4,1/1/2023,ST400195,Software Testing- RBL T&M,TENY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.44,1.14,1.30,1.21
1779,2022-23,Q4,1/1/2023,ST400200,Software Testing - T&M - TATA AIA LIC,LFIY,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,59.42,36.81,30.87,5.94,3.27
1780,2022-23,Q4,1/1/2023,ST400202,Software Testing - T&M - BOA,ZFPS,PSG-Non NSE,Digital,Project,Singapore,NSEIT-IND-SA,6.00,9.46,5.18,4.28,4.01
1781,2022-23,Q4,1/1/2023,SS400161,Software Services-AVALON-T&M,UTHN,PSG-Non NSE,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,2.00,5.50,3.41,2.09,2.00
1782,2022-23,Q4,1/1/2023,SS400326,Software Services - Nasdaq -Vantage,DKVV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.35,0.00,3.37,-3.37,-3.43
1783,2022-23,Q4,1/1/2023,PN599999,Practice Development -PSG NSE,RHCC,PSG-NSE,Digital,Practice,IND,NSEIT-IND-SA,3.00,0.00,0.00,-9.00,-8.97
1784,2022-23,Q4,1/1/2023,SS400046,Software Services - T&M - NSE - Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,126.27,278.04,111.30,166.74,161.06
1785,2022-23,Q4,1/1/2023,SS400249,Software Services - NSE IFSC Gift City Trading Development,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,66.23,96.44,59.94,36.50,33.52
1786,2022-23,Q4,1/1/2023,SS400303,Software Service -NSE-Collateral segregation,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,2.05,3.39,1.84,1.55,1.46
1787,2022-23,Q4,1/1/2023,ST400176,Software Testing - T&M - NSE - BAT,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,4.00,4.41,2.24,2.17,1.99
1788,2022-23,Q4,1/1/2023,ST400204,Software Testing- NSE -Web Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,6.00,9.40,2.13,7.28,7.01
1789,2022-23,Q4,1/1/2023,ST400211,Software Testing-NSE -MF Testing,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.74,4.14,1.86,2.28,2.16
1790,2022-23,Q4,1/1/2023,PS699999,Practice Development – Strategic Projects & Alliance,QRWT,App Modernisation,Digital,Practice,IND,NSEIT-IND-SA,1.00,0.00,0.00,-6.00,-5.99
1791,2022-23,Q4,1/1/2023,DG699999,Software Services NASDAQ- Bench,DKVV,App Modernisation,Digital,Bench,US (to NSEIT Inc),NSEIT-IND-SA,0.36,0.00,3.01,-3.01,-3.02
1792,2022-23,Q4,1/1/2023,SS300270,Software Service - Brunei Stock Exchange,SOLW,App Modernisation,Digital,Project,Brunei,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
1793,2022-23,Q4,1/1/2023,SS400279,Software Services -Nasdaq -OCC,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,17.60,65.08,41.30,23.79,22.99
1794,2022-23,Q4,1/1/2023,SS400289,Software Services -Nasdaq - DGCX,DKVV,App Modernisation,Digital,Project,US (to NSEIT Inc),NSEIT-IND-SA,7.40,17.37,17.74,-0.37,-0.70
1795,2022-23,Q4,1/1/2023,RP400006,RPA - Edelweiss Tokio -T&M,AQUT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.00,1.03,0.90,0.14,0.09
1796,2022-23,Q4,1/1/2023,SD999999,Sales - Digital,EKQX,Digital - SAM,Digital,Sales,IND,NSEIT-IND-SA,21.69,0.00,0.00,0.00,-47.40
1797,2022-23,Q4,1/1/2023,MD999999,Marketing - Digital,GRFP,Digital - SAM,Digital,Marketing,IND,NSEIT-IND-SA,8.00,0.00,0.00,0.00,-28.58
1798,2022-23,Q4,1/1/2023,DG999999,Digi-Support,ALSB,Digi-Support,Digital,Corporate,IND,NSEIT-IND-SA,24.00,0.00,0.00,0.00,
1799,2022-23,Q4,1/1/2023,SS400300-US,Software Testing -Adi-Worldlink -AWS-Financial Project - US,LGDI,Data & Analytics,Digital,Project,US (Addl),US (Addl),0.00,4.81,0.00,4.81,4.81
1800,2022-23,Q4,1/1/2023,SS400279-US,Software Services -Nasdaq -OCC - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,16.27,0.00,16.27,16.27
1801,2022-23,Q4,1/1/2023,SS400289-US,Software Services -Nasdaq - DGCX - US,DKVV,App Modernisation,Digital,Project,US (Addl),US (Addl),0.00,4.34,0.00,4.34,4.34
1802,2022-23,Q4,1/1/2023,SS400161-US,Software Services-AVALON-T&M - US,UTHN,PSG-Non NSE,Digital,Project,US (Addl),US (Addl),0.00,1.37,0.00,1.37,1.37
1803,2022-23,Q4,1/1/2023,US Expense,US Expense,EKQX,Digital - SAM,Digital,Sales,US (Addl),US (Addl),0.00,0.00,0.00,0.00,-18.44
1804,2022-23,Q4,2/1/2023,SP100149,Software Products- Huda e-Auctions System,VOZX,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,7.66,46.23,21.10,25.13,24.79
1805,2022-23,Q4,2/1/2023,SP100150,Software Products- HSIDC-e-Auctions System,GFBV,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,5.96,0.96,3.45,-2.49,-2.76
1806,2022-23,Q4,2/1/2023,SP100154,Software Products- NSE-Solace Agent for ITRS,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,6.52,6.35,0.17,0.17
1807,2022-23,Q4,2/1/2023,SP100157,Software Products -NSE-Dataswitch Licence,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,0.00,13.71,9.03,4.68,4.68
1808,2022-23,Q4,2/1/2023,SS300034,Software Services -Tea Board E-Auction Solutions-Maintenance,ZWAD,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,14.85,9.17,8.35,0.82,0.15
1809,2022-23,Q4,2/1/2023,SS300290,Software Service -IRDA -IGMS -Portal Development,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.00,0.00,0.00,0.00
1810,2022-23,Q4,2/1/2023,SS300291,Software Service -IRDA -IGMS -AMC / Helpdesk Support,ATWW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,8.44,0.00,10.54,-10.54,-10.92
1811,2022-23,Q4,2/1/2023,SS300292,Software Service - NSE XBRL -AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,2.25,3.17,2.68,0.49,0.39
1812,2022-23,Q4,2/1/2023,SS300295,Software Service - NSE- Contract Generation AMC Support ,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,7.82,9.27,10.52,-1.24,-1.59
1813,2022-23,Q4,2/1/2023,SS300299,Software Service - NSE-Neaps AMC,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,4.00,0.00,2.71,-2.71,-2.89
1814,2022-23,Q4,2/1/2023,SS300311,Software Service NESL-e-Auction Platform,UKBZ,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,0.44,0.00,0.44,0.44
1815,2022-23,Q4,2/1/2023,SS300318,Software Service -NSE-STP Support HUB,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.05,2.75,0.17,2.58,2.58
1816,2022-23,Q4,2/1/2023,SS300321,Software Service - PXIL-PRATYAY,DCUW,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,23.10,25.73,18.61,7.12,6.08
1817,2022-23,Q4,2/1/2023,SS300322,Software Services -Magma HDI - Partner Portal,VVEE,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,54.90,0.00,65.74,-65.74,-68.21
1818,2022-23,Q4,2/1/2023,SS300323,Software Service -Indian Bank-Software Implementation,NIML,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,25.61,0.00,24.98,-24.98,-26.13
1819,2022-23,Q4,2/1/2023,SS300324,Software Service -South Indian Bank,VCYT,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.10,0.00,2.78,-2.78,-2.78
1820,2022-23,Q4,2/1/2023,SS300328,Software Service -NSE-XBRL - Misc,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,1.35,22.25,17.04,5.21,5.15
1821,2022-23,Q4,2/1/2023,SS300330,Software Service -NSE-Solace Onsite Support,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,0.00,13.42,13.66,-0.23,-0.23
1822,2022-23,Q4,2/1/2023,SS300331,Software Services -Bharat Platform,LOKN,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,17.55,1.15,26.40,-25.25,-26.04
1823,2022-23,Q4,2/1/2023,SS400268,Software Services -Development -Coco Navi,EIXB,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,1.00,2.20,1.47,0.73,0.69
1824,2022-23,Q4,2/1/2023,SS400276,Software Services -Magma -T&M,VVEE,Business Transformation,Digital,Project,IND,NSEIT-IND-SA,0.23,0.00,0.69,-0.69,-0.70
1825,2022-23,Q4,2/1/2023,SS400285,Software Service -IIBF CLMS,TEFN,PSG-Non NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,4.84,4.31,0.53,0.31
1826,2022-23,Q4,2/1/2023,SS400287,Software Service -Contract Generation - Production Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,2.85,1.48,1.37,1.28
1827,2022-23,Q4,2/1/2023,SS400290,NSE- Solace -Enhanced Support,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,2.00,28.74,24.31,4.43,4.34
1828,2022-23,Q4,2/1/2023,SS400294,Software Service -NSE-IFSC-Website Dev & Mtns,PMB,PSG-NSE,Digital,Project,IND,NSEIT-IND-SA,5.00,8.50,3.97,4.53,4.31
1829,2022-23,Q4,2/1/2023,SS400306,Software Service -NSE-Website,PMB,App Modernisation,Digital,Project,IND,NSEIT-IND-SA,30.65,45.70,50.99,-5.29,-6.67
1830,2022-23,Q4,2/1/2023,SS400307,Software Service HDFC Mutual fund,GYVI,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.00,1.66,1.26,0.40,0.36
1831,2022-23,Q4,2/1/2023,SS400308,Software Service -NSE-Data Scientist (Surveillance) ,PMB,Data & Analytics,Digital,Project,IND,NSEIT-IND-SA,1.05,5.23,3.55,1.68,1.63
